DATENUM_EXCEL,MATLAB_DATENUM,TMPC
40261.64792,735683.6479,-2.2
40261.68958,735683.6896,-2.8
40261.73125,735683.7313,-2.2
40261.77292,735683.7729,-2.8
40261.81458,735683.8146,-3.9
40261.85625,735683.8563,-4.4
40261.89792,735683.8979,-5.6
40261.93958,735683.9396,-6.1
40261.98125,735683.9813,-6.7
40262.02292,735684.0229,-6.7
40262.06458,735684.0646,-6.7
40262.10625,735684.1063,-6.7
40262.14792,735684.1479,-6.7
40262.18958,735684.1896,-7.2
40262.23125,735684.2313,-7.2
40262.27292,735684.2729,-7.2
40262.31458,735684.3146,-8.9
40262.35625,735684.3563,-8.9
40262.39792,735684.3979,-8.3
40262.43958,735684.4396,-7.2
40262.48125,735684.4813,-6.1
40262.52292,735684.5229,-6.1
40262.56458,735684.5646,-5.6
40262.60625,735684.6063,-3.9
40262.64792,735684.6479,-3.9
40262.68958,735684.6896,-2.8
40262.73125,735684.7313,-5
40262.77292,735684.7729,-6.7
40262.81458,735684.8146,-7.2
40262.85625,735684.8563,-7.8
40262.89792,735684.8979,-7.8
40262.93958,735684.9396,-8.3
40262.98125,735684.9813,-8.3
40263.02292,735685.0229,-8.3
40263.06458,735685.0646,-8.9
40263.10625,735685.1063,-9.4
40263.14792,735685.1479,-10
40263.18958,735685.1896,-10
40263.23125,735685.2313,-10
40263.27292,735685.2729,-10
40263.31458,735685.3146,-10.6
40263.35625,735685.3563,-10.6
40263.39792,735685.3979,-9.4
40263.43958,735685.4396,-8.3
40263.48125,735685.4813,-7.2
40263.52292,735685.5229,-7.2
40263.56458,735685.5646,-7.8
40263.60625,735685.6063,-5.6
40263.64792,735685.6479,-4.4
40263.68958,735685.6896,-6.1
40263.73125,735685.7313,-7.2
40263.77292,735685.7729,-6.7
40263.81458,735685.8146,-6.7
40263.85625,735685.8563,-8.3
40263.89792,735685.8979,-8.9
40263.93958,735685.9396,-9.4
40263.98125,735685.9813,-9.4
40264.02292,735686.0229,-9.4
40264.06458,735686.0646,-9.4
40264.10625,735686.1063,-10
40264.14792,735686.1479,-10
40264.18958,735686.1896,-10.6
40264.23125,735686.2313,-10.6
40264.27292,735686.2729,-11.1
40264.31458,735686.3146,-11.7
40264.35625,735686.3563,-11.1
40264.39792,735686.3979,-10.6
40264.43958,735686.4396,-8.3
40264.48125,735686.4813,-7.8
40264.52292,735686.5229,-7.2
40264.56458,735686.5646,-7.8
40264.60625,735686.6063,-5.6
40264.64792,735686.6479,-7.2
40264.68958,735686.6896,-6.1
40264.73125,735686.7313,-5
40264.77292,735686.7729,-5.6
40264.81458,735686.8146,-6.7
40264.85625,735686.8563,-7.8
40264.89792,735686.8979,-8.9
40264.93958,735686.9396,-9.4
40264.98125,735686.9813,-9.4
40265.02292,735687.0229,-9.4
40265.06458,735687.0646,-8.9
40265.10625,735687.1063,-9.4
40265.14792,735687.1479,-10
40265.18958,735687.1896,-9.4
40265.39792,735687.3979,-10
40265.43958,735687.4396,-8.3
40265.48125,735687.4813,-7.8
40265.52292,735687.5229,-7.8
40265.56458,735687.5646,-7.8
40265.60625,735687.6063,-8.3
40265.64792,735687.6479,-7.8
40265.68958,735687.6896,-7.8
40265.73125,735687.7313,-7.8
40265.77292,735687.7729,-7.8
40265.81458,735687.8146,-7.2
40265.85625,735687.8563,-7.8
40265.89792,735687.8979,-8.9
40265.93958,735687.9396,-8.9
40265.98125,735687.9813,-9.4
40266.02292,735688.0229,-8.9
40266.06458,735688.0646,-9.4
40266.10625,735688.1063,-9.4
40266.14792,735688.1479,-9.4
40266.18958,735688.1896,-9.4
40266.23125,735688.2313,-9.4
40266.27292,735688.2729,-10
40266.31458,735688.3146,-10
40266.35625,735688.3563,-10
40266.39792,735688.3979,-9.4
40266.43958,735688.4396,-8.3
40266.48125,735688.4813,-7.2
40266.52292,735688.5229,-7.2
40266.56458,735688.5646,-5.6
40266.60625,735688.6063,-5.6
40266.64792,735688.6479,-6.1
40266.68958,735688.6896,-4.4
40266.73125,735688.7313,-4.4
40266.77292,735688.7729,-5
40266.81458,735688.8146,-5.6
40266.85625,735688.8563,-7.2
40266.89792,735688.8979,-7.8
40266.93958,735688.9396,-8.3
40266.98125,735688.9813,-8.3
40267.02292,735689.0229,-8.3
40267.06458,735689.0646,-8.3
40267.10625,735689.1063,-8.9
40267.14792,735689.1479,-8.3
40267.18958,735689.1896,-8.9
40267.23125,735689.2313,-8.3
40267.27292,735689.2729,-8.3
40267.31458,735689.3146,-7.8
40267.35625,735689.3563,-7.8
40267.39792,735689.3979,-6.7
40267.43958,735689.4396,-5.6
40267.48125,735689.4813,-4.4
40267.52292,735689.5229,-3.3
40267.56458,735689.5646,-3.3
40267.60625,735689.6063,-1.7
40267.64792,735689.6479,-2.2
40267.68958,735689.6896,-1.7
40267.73125,735689.7313,-0.6
40267.77292,735689.7729,-1.1
40267.81458,735689.8146,-3.9
40267.85625,735689.8563,-5
40267.89792,735689.8979,-5.6
40267.93958,735689.9396,-6.1
40267.98125,735689.9813,-6.1
40268.02292,735690.0229,-6.7
40268.06458,735690.0646,-7.2
40268.10625,735690.1063,-7.8
40268.14792,735690.1479,-7.8
40268.18958,735690.1896,-8.3
40268.23125,735690.2313,-8.3
40268.27292,735690.2729,-9.4
40268.31458,735690.3146,-9.4
40268.35625,735690.3563,-9.4
40268.39792,735690.3979,-8.9
40268.43958,735690.4396,-8.9
40268.48125,735690.4813,-6.1
40268.52292,735690.5229,-6.1
40268.56458,735690.5646,-5.6
40268.60625,735690.6063,-5.6
40268.64792,735690.6479,-4.4
40268.68958,735690.6896,-3.9
40268.73125,735690.7313,-4.4
40268.77292,735690.7729,-4.4
40268.81458,735690.8146,-5
40268.85625,735690.8563,-6.1
40268.89792,735690.8979,-6.7
40268.93958,735690.9396,-6.7
40268.98125,735690.9813,-7.2
40269.02292,735691.0229,-7.8
40269.06458,735691.0646,-7.8
40269.10625,735691.1063,-8.3
40269.14792,735691.1479,-8.9
40269.18958,735691.1896,-8.9
40269.23125,735691.2313,-9.4
40269.27292,735691.2729,-9.4
40269.31458,735691.3146,-9.4
40269.35625,735691.3563,-9.4
40269.39792,735691.3979,-7.8
40269.43958,735691.4396,-7.2
40269.48125,735691.4813,-5
40269.52292,735691.5229,-4.4
40269.56458,735691.5646,-4.4
40269.60625,735691.6063,-3.9
40269.64792,735691.6479,-5
40269.68958,735691.6896,-3.9
40269.73125,735691.7313,-4.4
40269.77292,735691.7729,-5
40269.81458,735691.8146,-6.1
40269.85625,735691.8563,-6.7
40269.89792,735691.8979,-7.2
40269.93958,735691.9396,-7.2
40269.98125,735691.9813,-7.8
40270.02292,735692.0229,-7.8
40270.06458,735692.0646,-7.8
40270.10625,735692.1063,-8.3
40270.14792,735692.1479,-8.3
40270.18958,735692.1896,-8.9
40270.23125,735692.2313,-8.9
40270.27292,735692.2729,-9.4
40270.31458,735692.3146,-9.4
40270.35625,735692.3563,-9.4
40270.39792,735692.3979,-8.3
40270.43958,735692.4396,-7.2
40270.48125,735692.4813,-6.1
40270.52292,735692.5229,-5.6
40270.56458,735692.5646,-3.3
40270.60625,735692.6063,-4.4
40270.64792,735692.6479,-3.9
40270.68958,735692.6896,-3.3
40270.73125,735692.7313,-2.8
40270.77292,735692.7729,-3.9
40270.81458,735692.8146,-3.9
40270.85625,735692.8563,-5
40270.89792,735692.8979,-6.1
40270.93958,735692.9396,-5.6
40270.98125,735692.9813,-6.1
40271.02292,735693.0229,-6.1
40271.06458,735693.0646,-6.7
40271.10625,735693.1063,-7.8
40271.14792,735693.1479,-7.8
40271.18958,735693.1896,-7.8
40271.23125,735693.2313,-7.8
40271.27292,735693.2729,-7.8
40271.31458,735693.3146,-7.2
40271.35625,735693.3563,-7.2
40271.39792,735693.3979,-6.7
40271.43958,735693.4396,-5.6
40271.48125,735693.4813,-3.9
40271.52292,735693.5229,-3.3
40271.56458,735693.5646,-3.3
40271.60625,735693.6063,-2.8
40271.64792,735693.6479,-3.9
40271.68958,735693.6896,-2.8
40271.73125,735693.7313,-3.9
40271.77292,735693.7729,-4.4
40271.81458,735693.8146,-3.9
40271.85625,735693.8563,-5
40271.89792,735693.8979,-5.6
40271.93958,735693.9396,-5.6
40271.98125,735693.9813,-6.1
40272.02292,735694.0229,-6.1
40272.06458,735694.0646,-6.1
40272.10625,735694.1063,-6.7
40272.14792,735694.1479,-6.1
40272.18958,735694.1896,-6.1
40272.23125,735694.2313,-6.1
40272.27292,735694.2729,-6.1
40272.31458,735694.3146,-6.7
40272.35625,735694.3563,-6.1
40272.39792,735694.3979,-5
40272.43958,735694.4396,-5
40272.48125,735694.4813,-2.8
40272.52292,735694.5229,-2.8
40272.56458,735694.5646,-3.3
40272.60625,735694.6063,-4.4
40272.64792,735694.6479,-3.9
40272.68958,735694.6896,-2.8
40272.73125,735694.7313,-1.7
40272.77292,735694.7729,-2.8
40272.81458,735694.8146,-2.8
40272.85625,735694.8563,-2.8
40272.89792,735694.8979,-3.3
40272.93958,735694.9396,-3.3
40272.98125,735694.9813,-3.3
40273.02292,735695.0229,-3.3
40273.06458,735695.0646,-3.3
40273.10625,735695.1063,-3.3
40273.14792,735695.1479,-3.3
40273.18958,735695.1896,-3.9
40273.23125,735695.2313,-3.9
40273.27292,735695.2729,-4.4
40273.31458,735695.3146,-4.4
40273.35625,735695.3563,-4.4
40273.39792,735695.3979,-4.4
40273.43958,735695.4396,-3.3
40273.48125,735695.4813,-2.8
40273.52292,735695.5229,-3.3
40273.56458,735695.5646,-2.8
40273.60625,735695.6063,-1.7
40273.64792,735695.6479,-1.1
40273.68958,735695.6896,-0.6
40273.73125,735695.7313,-1.7
40273.77292,735695.7729,-2.8
40273.81458,735695.8146,-2.2
40273.85625,735695.8563,-2.8
40273.89792,735695.8979,-3.3
40273.93958,735695.9396,-3.3
40273.98125,735695.9813,-3.9
40274.02292,735696.0229,-3.9
40274.06458,735696.0646,-3.9
40274.10625,735696.1063,-3.3
40274.14792,735696.1479,-3.9
40274.18958,735696.1896,-3.9
40274.23125,735696.2313,-3.9
40274.27292,735696.2729,-4.4
40274.31458,735696.3146,-4.4
40274.35625,735696.3563,-3.3
40274.39792,735696.3979,-3.9
40274.43958,735696.4396,-3.9
40274.48125,735696.4813,-3.3
40274.52292,735696.5229,-3.9
40274.56458,735696.5646,-5
40274.60625,735696.6063,-3.3
40274.64792,735696.6479,-2.8
40274.68958,735696.6896,-3.9
40274.73125,735696.7313,-3.3
40274.77292,735696.7729,-4.4
40274.81458,735696.8146,-5.6
40274.85625,735696.8563,-5.6
40274.89792,735696.8979,-5.6
40274.93958,735696.9396,-5.6
40274.98125,735696.9813,-5.6
40275.02292,735697.0229,-5.6
40275.06458,735697.0646,-5.6
40275.10625,735697.1063,-5.6
40275.14792,735697.1479,-6.1
40275.18958,735697.1896,-6.1
40275.23125,735697.2313,-6.1
40275.27292,735697.2729,-6.1
40275.31458,735697.3146,-6.1
40275.35625,735697.3563,-6.1
40275.39792,735697.3979,-5.6
40275.43958,735697.4396,-5.6
40275.48125,735697.4813,-4.4
40275.52292,735697.5229,-5
40275.56458,735697.5646,-3.9
40275.60625,735697.6063,-4.4
40275.64792,735697.6479,-3.9
40275.68958,735697.6896,-4.4
40275.73125,735697.7313,-3.9
40275.77292,735697.7729,-4.4
40275.81458,735697.8146,-5
40275.85625,735697.8563,-5.6
40275.89792,735697.8979,-6.7
40275.93958,735697.9396,-7.2
40275.98125,735697.9813,-7.8
40276.02292,735698.0229,-7.8
40276.06458,735698.0646,-8.3
40276.10625,735698.1063,-8.3
40276.14792,735698.1479,-8.9
40276.18958,735698.1896,-8.9
40276.23125,735698.2313,-8.9
40276.27292,735698.2729,-8.9
40276.31458,735698.3146,-8.9
40276.35625,735698.3563,-8.9
40276.39792,735698.3979,-8.9
40276.43958,735698.4396,-9.4
40276.48125,735698.4813,-8.9
40276.52292,735698.5229,-6.7
40276.56458,735698.5646,-7.8
40276.60625,735698.6063,-7.8
40276.64792,735698.6479,-7.2
40276.68958,735698.6896,-6.7
40276.73125,735698.7313,-7.2
40276.77292,735698.7729,-7.2
40276.81458,735698.8146,-8.3
40276.85625,735698.8563,-9.4
40276.89792,735698.8979,-11.7
40276.93958,735698.9396,-12.2
40276.98125,735698.9813,-12.8
40277.02292,735699.0229,-12.8
40277.06458,735699.0646,-13.3
40277.10625,735699.1063,-14.4
40277.14792,735699.1479,-15.6
40277.18958,735699.1896,-16.1
40277.23125,735699.2313,-16.7
40277.27292,735699.2729,-16.7
40277.31458,735699.3146,-17.2
40277.35625,735699.3563,-17.2
40277.39792,735699.3979,-16.7
40277.43958,735699.4396,-14.4
40277.48125,735699.4813,-14.4
40277.52292,735699.5229,-13.9
40277.56458,735699.5646,-12.8
40277.60625,735699.6063,-12.8
40277.64792,735699.6479,-12.2
40277.68958,735699.6896,-11.1
40277.73125,735699.7313,-11.1
40277.77292,735699.7729,-10.6
40277.81458,735699.8146,-10.6
40277.85625,735699.8563,-11.1
40277.89792,735699.8979,-12.2
40277.93958,735699.9396,-12.2
40277.98125,735699.9813,-12.2
40278.02292,735700.0229,-12.2
40278.06458,735700.0646,-12.2
40278.10625,735700.1063,-12.8
40278.14792,735700.1479,-13.3
40278.18958,735700.1896,-13.3
40278.23125,735700.2313,-12.8
40278.27292,735700.2729,-12.2
40278.31458,735700.3146,-11.1
40278.35625,735700.3563,-10
40278.39792,735700.3979,-8.3
40278.43958,735700.4396,-7.2
40278.48125,735700.4813,-4.4
40278.52292,735700.5229,-5
40278.56458,735700.5646,-1.7
40278.60625,735700.6063,-2.8
40278.64792,735700.6479,-2.8
40278.68958,735700.6896,-1.7
40278.73125,735700.7313,-2.8
40278.77292,735700.7729,-2.2
40278.81458,735700.8146,-2.8
40278.85625,735700.8563,-4.4
40278.89792,735700.8979,-4.4
40278.93958,735700.9396,-5
40278.98125,735700.9813,-5.6
40279.02292,735701.0229,-5.6
40279.06458,735701.0646,-5.6
40279.10625,735701.1063,-5.6
40279.14792,735701.1479,-5.6
40279.18958,735701.1896,-5
40279.23125,735701.2313,-4.4
40279.27292,735701.2729,-4.4
40279.31458,735701.3146,-3.9
40279.35625,735701.3563,-3.9
40279.39792,735701.3979,-3.3
40279.43958,735701.4396,-1.7
40279.48125,735701.4813,0
40279.52292,735701.5229,0
40279.56458,735701.5646,1.7
40279.60625,735701.6063,1.1
40279.64792,735701.6479,2.8
40279.68958,735701.6896,0.6
40279.73125,735701.7313,0
40279.77292,735701.7729,-1.1
40279.81458,735701.8146,-2.2
40279.85625,735701.8563,-2.8
40279.89792,735701.8979,-1.1
40279.93958,735701.9396,0.6
40279.98125,735701.9813,1.1
40280.02292,735702.0229,0.6
40280.06458,735702.0646,0
40280.10625,735702.1063,1.1
40280.14792,735702.1479,1.1
40280.18958,735702.1896,1.1
40280.23125,735702.2313,1.1
40280.27292,735702.2729,1.1
40280.31458,735702.3146,1.7
40280.35625,735702.3563,1.7
40280.39792,735702.3979,2.2
40280.43958,735702.4396,2.8
40280.48125,735702.4813,2.8
40280.52292,735702.5229,0.6
40280.56458,735702.5646,-1.1
40280.60625,735702.6063,-1.1
40280.64792,735702.6479,0
40280.68958,735702.6896,0
40280.73125,735702.7313,0
40280.77292,735702.7729,-0.6
40280.81458,735702.8146,-0.6
40280.85625,735702.8563,-1.1
40280.89792,735702.8979,-1.1
40280.93958,735702.9396,-1.7
40280.98125,735702.9813,-1.7
40281.02292,735703.0229,-1.7
40281.06458,735703.0646,-2.2
40281.10625,735703.1063,-2.2
40281.14792,735703.1479,-2.2
40281.18958,735703.1896,-2.8
40281.23125,735703.2313,-2.8
40281.27292,735703.2729,-2.8
40281.31458,735703.3146,-2.8
40281.35625,735703.3563,-3.3
40281.39792,735703.3979,-2.8
40281.43958,735703.4396,-1.7
40281.48125,735703.4813,-1.7
40281.52292,735703.5229,-1.1
40281.56458,735703.5646,-0.6
40281.60625,735703.6063,-0.6
40281.64792,735703.6479,-0.6
40281.68958,735703.6896,0
40281.73125,735703.7313,0.6
40281.77292,735703.7729,1.7
40281.81458,735703.8146,-0.6
40281.85625,735703.8563,-1.7
40281.89792,735703.8979,-2.2
40281.93958,735703.9396,-2.8
40281.98125,735703.9813,-2.8
40282.02292,735704.0229,-2.8
40282.06458,735704.0646,-2.8
40282.10625,735704.1063,-2.8
40282.14792,735704.1479,-3.3
40282.18958,735704.1896,-3.3
40282.23125,735704.2313,-3.3
40282.27292,735704.2729,-2.8
40282.31458,735704.3146,-2.2
40282.35625,735704.3563,-2.2
40282.39792,735704.3979,-2.2
40282.43958,735704.4396,-2.2
40282.48125,735704.4813,-1.7
40282.52292,735704.5229,0.6
40282.56458,735704.5646,2.8
40282.60625,735704.6063,2.8
40282.64792,735704.6479,2.2
40282.68958,735704.6896,2.2
40282.73125,735704.7313,1.7
40282.77292,735704.7729,1.7
40282.81458,735704.8146,1.1
40282.85625,735704.8563,0.6
40282.89792,735704.8979,0
40282.93958,735704.9396,0
40282.98125,735704.9813,0
40283.02292,735705.0229,0
40283.06458,735705.0646,-0.6
40283.10625,735705.1063,-0.6
40283.14792,735705.1479,-0.6
40283.18958,735705.1896,-1.1
40283.23125,735705.2313,-1.1
40283.27292,735705.2729,-1.1
40283.31458,735705.3146,-1.7
40283.35625,735705.3563,-1.1
40283.39792,735705.3979,-0.6
40283.43958,735705.4396,0.6
40283.48125,735705.4813,-0.6
40283.52292,735705.5229,1.1
40283.56458,735705.5646,1.7
40283.60625,735705.6063,0.6
40283.64792,735705.6479,2.8
40283.68958,735705.6896,2.8
40283.73125,735705.7313,2.8
40283.77292,735705.7729,1.7
40283.81458,735705.8146,2.8
40283.85625,735705.8563,0
40283.89792,735705.8979,-0.6
40283.93958,735705.9396,-1.7
40283.98125,735705.9813,-1.7
40284.02292,735706.0229,-2.2
40284.06458,735706.0646,-2.2
40284.10625,735706.1063,-2.2
40284.14792,735706.1479,-3.3
40284.18958,735706.1896,-3.3
40284.23125,735706.2313,-3.3
40284.27292,735706.2729,-3.3
40284.31458,735706.3146,-3.3
40284.35625,735706.3563,-3.3
40284.39792,735706.3979,-2.8
40284.43958,735706.4396,-1.7
40284.48125,735706.4813,-1.7
40284.52292,735706.5229,0.6
40284.56458,735706.5646,0
40284.60625,735706.6063,-0.6
40284.64792,735706.6479,1.1
40284.68958,735706.6896,0.6
40284.73125,735706.7313,1.7
40284.77292,735706.7729,1.1
40284.81458,735706.8146,1.1
40284.85625,735706.8563,0
40284.89792,735706.8979,-0.6
40284.93958,735706.9396,-1.1
40284.98125,735706.9813,-1.1
40285.02292,735707.0229,-1.1
40285.06458,735707.0646,-1.7
40285.10625,735707.1063,-1.7
40285.14792,735707.1479,-1.7
40285.18958,735707.1896,-2.8
40285.23125,735707.2313,-2.8
40285.27292,735707.2729,-3.3
40285.31458,735707.3146,-3.3
40285.35625,735707.3563,-3.3
40285.39792,735707.3979,-2.8
40285.43958,735707.4396,-2.2
40285.48125,735707.4813,-0.6
40285.52292,735707.5229,0
40285.56458,735707.5646,1.1
40285.60625,735707.6063,0
40285.64792,735707.6479,0.6
40285.68958,735707.6896,0
40285.73125,735707.7313,0
40285.77292,735707.7729,0
40285.81458,735707.8146,0
40285.85625,735707.8563,-0.6
40285.89792,735707.8979,-1.7
40285.93958,735707.9396,-1.7
40285.98125,735707.9813,-2.2
40286.02292,735708.0229,-2.2
40286.06458,735708.0646,-2.8
40286.10625,735708.1063,-2.8
40286.14792,735708.1479,-3.3
40286.18958,735708.1896,-3.3
40286.23125,735708.2313,-3.3
40286.27292,735708.2729,-3.3
40286.31458,735708.3146,-3.9
40286.35625,735708.3563,-3.9
40286.39792,735708.3979,-3.3
40286.43958,735708.4396,-1.1
40286.48125,735708.4813,0
40286.52292,735708.5229,0.6
40286.56458,735708.5646,2.2
40286.60625,735708.6063,1.1
40286.64792,735708.6479,2.2
40286.68958,735708.6896,2.2
40286.73125,735708.7313,1.7
40286.77292,735708.7729,1.7
40286.81458,735708.8146,1.7
40286.85625,735708.8563,1.7
40286.89792,735708.8979,0.6
40286.93958,735708.9396,0
40286.98125,735708.9813,0
40287.02292,735709.0229,0
40287.06458,735709.0646,0
40287.10625,735709.1063,0
40287.14792,735709.1479,-1.1
40287.18958,735709.1896,-1.1
40287.23125,735709.2313,-1.1
40287.27292,735709.2729,-1.1
40287.31458,735709.3146,-0.6
40287.35625,735709.3563,0
40287.39792,735709.3979,1.1
40287.43958,735709.4396,1.7
40287.48125,735709.4813,1.7
40287.52292,735709.5229,1.7
40287.56458,735709.5646,0.6
40287.60625,735709.6063,2.2
40287.64792,735709.6479,2.8
40287.68958,735709.6896,2.8
40287.73125,735709.7313,2.2
40287.77292,735709.7729,2.8
40287.81458,735709.8146,2.2
40287.85625,735709.8563,1.1
40287.89792,735709.8979,0.6
40287.93958,735709.9396,0.6
40287.98125,735709.9813,0.6
40288.02292,735710.0229,0.6
40288.06458,735710.0646,0
40288.10625,735710.1063,0
40288.14792,735710.1479,-0.6
40288.18958,735710.1896,-1.1
40288.23125,735710.2313,-1.1
40288.27292,735710.2729,-1.7
40288.31458,735710.3146,-1.7
40288.35625,735710.3563,-1.7
40288.39792,735710.3979,0.6
40288.43958,735710.4396,0
40288.48125,735710.4813,2.2
40288.52292,735710.5229,1.7
40288.56458,735710.5646,1.7
40288.60625,735710.6063,1.7
40288.64792,735710.6479,2.2
40288.68958,735710.6896,3.9
40288.73125,735710.7313,3.3
40288.77292,735710.7729,2.8
40288.81458,735710.8146,2.8
40288.85625,735710.8563,1.7
40288.89792,735710.8979,0.6
40288.93958,735710.9396,0.6
40288.98125,735710.9813,0.6
40289.02292,735711.0229,0
40289.06458,735711.0646,0
40289.10625,735711.1063,-0.6
40289.14792,735711.1479,-1.1
40289.18958,735711.1896,-1.1
40289.23125,735711.2313,-1.7
40289.27292,735711.2729,-1.7
40289.31458,735711.3146,-1.7
40289.35625,735711.3563,-1.7
40289.39792,735711.3979,0
40289.43958,735711.4396,1.7
40289.48125,735711.4813,0.6
40289.52292,735711.5229,1.1
40289.56458,735711.5646,0.6
40289.60625,735711.6063,2.2
40289.64792,735711.6479,3.3
40289.68958,735711.6896,3.9
40289.73125,735711.7313,4.4
40289.77292,735711.7729,3.3
40289.81458,735711.8146,2.8
40289.85625,735711.8563,2.2
40289.89792,735711.8979,1.1
40289.93958,735711.9396,1.1
40289.98125,735711.9813,0.6
40290.02292,735712.0229,0.6
40290.06458,735712.0646,0
40290.10625,735712.1063,-0.6
40290.14792,735712.1479,-0.6
40290.18958,735712.1896,-0.6
40290.23125,735712.2313,-1.1
40290.27292,735712.2729,-0.6
40290.31458,735712.3146,-1.1
40290.35625,735712.3563,-0.6
40290.39792,735712.3979,1.1
40290.43958,735712.4396,1.7
40290.48125,735712.4813,2.8
40290.52292,735712.5229,2.8
40290.56458,735712.5646,3.9
40290.60625,735712.6063,2.8
40290.64792,735712.6479,3.3
40290.68958,735712.6896,3.9
40290.73125,735712.7313,2.8
40290.77292,735712.7729,3.3
40290.81458,735712.8146,2.8
40290.85625,735712.8563,2.2
40290.89792,735712.8979,1.1
40290.93958,735712.9396,0.6
40290.98125,735712.9813,0.6
40291.02292,735713.0229,0
40291.06458,735713.0646,0
40291.10625,735713.1063,-0.6
40291.14792,735713.1479,-1.1
40291.18958,735713.1896,-1.1
40291.23125,735713.2313,-1.1
40291.27292,735713.2729,-1.7
40291.31458,735713.3146,-2.2
40291.35625,735713.3563,-2.8
40291.39792,735713.3979,-2.8
40291.43958,735713.4396,-2.2
40291.48125,735713.4813,-0.6
40291.52292,735713.5229,-1.7
40291.56458,735713.5646,0
40291.60625,735713.6063,0.6
40291.64792,735713.6479,0
40291.68958,735713.6896,-1.1
40291.73125,735713.7313,-0.6
40291.77292,735713.7729,-1.1
40291.81458,735713.8146,-1.1
40291.85625,735713.8563,-1.1
40291.89792,735713.8979,-1.1
40291.93958,735713.9396,-1.7
40291.98125,735713.9813,-2.2
40292.02292,735714.0229,-2.8
40292.06458,735714.0646,-3.3
40292.10625,735714.1063,-3.3
40292.14792,735714.1479,-3.3
40292.18958,735714.1896,-3.3
40292.23125,735714.2313,-3.3
40292.27292,735714.2729,-3.9
40292.31458,735714.3146,-3.9
40292.35625,735714.3563,-2.8
40292.39792,735714.3979,-1.7
40292.43958,735714.4396,-1.7
40292.48125,735714.4813,-1.7
40292.52292,735714.5229,-1.1
40292.56458,735714.5646,0
40292.60625,735714.6063,0.6
40292.64792,735714.6479,0
40292.68958,735714.6896,1.1
40292.73125,735714.7313,0.6
40292.77292,735714.7729,0.6
40292.81458,735714.8146,0.6
40292.85625,735714.8563,0
40292.89792,735714.8979,-0.6
40292.93958,735714.9396,-0.6
40292.98125,735714.9813,0
40293.02292,735715.0229,-0.6
40293.06458,735715.0646,-1.1
40293.10625,735715.1063,-1.1
40293.14792,735715.1479,-1.1
40293.18958,735715.1896,-1.7
40293.23125,735715.2313,-1.7
40293.27292,735715.2729,-2.2
40293.31458,735715.3146,-1.7
40293.35625,735715.3563,-1.7
40293.39792,735715.3979,-0.6
40293.43958,735715.4396,-0.6
40293.48125,735715.4813,1.1
40293.52292,735715.5229,1.1
40293.56458,735715.5646,1.7
40293.60625,735715.6063,2.8
40293.64792,735715.6479,3.3
40293.68958,735715.6896,2.2
40293.73125,735715.7313,1.7
40293.77292,735715.7729,2.8
40293.81458,735715.8146,1.7
40293.85625,735715.8563,1.1
40293.89792,735715.8979,1.1
40293.93958,735715.9396,0
40293.98125,735715.9813,-0.6
40294.02292,735716.0229,-0.6
40294.06458,735716.0646,-1.1
40294.10625,735716.1063,-1.1
40294.14792,735716.1479,-1.7
40294.18958,735716.1896,-1.7
40294.23125,735716.2313,-2.2
40294.27292,735716.2729,-2.2
40294.31458,735716.3146,-2.8
40294.35625,735716.3563,-1.1
40294.39792,735716.3979,0.6
40294.43958,735716.4396,1.1
40294.48125,735716.4813,2.2
40294.52292,735716.5229,1.1
40294.56458,735716.5646,1.7
40294.60625,735716.6063,2.2
40294.64792,735716.6479,3.9
40294.68958,735716.6896,3.3
40294.73125,735716.7313,3.3
40294.77292,735716.7729,3.3
40294.81458,735716.8146,3.3
40294.85625,735716.8563,2.2
40294.89792,735716.8979,1.1
40294.93958,735716.9396,1.1
40294.98125,735716.9813,1.1
40295.02292,735717.0229,1.1
40295.06458,735717.0646,0.6
40295.10625,735717.1063,0
40295.14792,735717.1479,0
40295.18958,735717.1896,-0.6
40295.23125,735717.2313,-0.6
40295.27292,735717.2729,-1.1
40295.31458,735717.3146,-1.1
40295.35625,735717.3563,0.6
40295.39792,735717.3979,2.2
40295.43958,735717.4396,1.1
40295.48125,735717.4813,2.2
40295.52292,735717.5229,2.2
40295.56458,735717.5646,2.8
40295.60625,735717.6063,1.1
40295.64792,735717.6479,0.6
40295.68958,735717.6896,0
40295.73125,735717.7313,1.1
40295.77292,735717.7729,2.2
40295.81458,735717.8146,1.7
40295.85625,735717.8563,1.1
40295.89792,735717.8979,0.6
40295.93958,735717.9396,0
40295.98125,735717.9813,-0.6
40296.02292,735718.0229,-0.6
40296.06458,735718.0646,-0.6
40296.10625,735718.1063,-1.1
40296.14792,735718.1479,-1.7
40296.18958,735718.1896,-1.7
40296.23125,735718.2313,-1.7
40296.27292,735718.2729,-1.7
40296.31458,735718.3146,-1.7
40296.35625,735718.3563,-0.6
40296.39792,735718.3979,-1.1
40296.43958,735718.4396,0.6
40296.48125,735718.4813,1.1
40296.52292,735718.5229,1.7
40296.56458,735718.5646,1.1
40296.60625,735718.6063,1.7
40296.64792,735718.6479,2.2
40296.68958,735718.6896,3.3
40296.73125,735718.7313,2.2
40296.77292,735718.7729,2.2
40296.81458,735718.8146,1.1
40296.85625,735718.8563,0
40296.89792,735718.8979,0
40296.93958,735718.9396,0
