DATENUM_EXCEL,MATLAB_DATENUM,TMPC
40466.39792,735888.3979,-0.6
40466.43958,735888.4396,-0.6
40466.48125,735888.4813,0
40466.52292,735888.5229,0.6
40466.56458,735888.5646,0.6
40466.60625,735888.6063,0.6
40466.64792,735888.6479,0.6
40466.68958,735888.6896,1.7
40466.73125,735888.7313,0.6
40466.77292,735888.7729,0.6
40466.81458,735888.8146,0
40466.85625,735888.8563,0
40466.89792,735888.8979,0.6
40466.93958,735888.9396,0
40466.98125,735888.9813,0
40467.02292,735889.0229,0
40467.06458,735889.0646,0
40467.10625,735889.1063,-0.6
40467.14792,735889.1479,-0.6
40467.18958,735889.1896,-0.6
40467.23125,735889.2313,-0.6
40467.27292,735889.2729,-1.1
40467.31458,735889.3146,-1.1
40467.35625,735889.3563,-2.2
40467.39792,735889.3979,-2.2
40467.43958,735889.4396,-1.7
40467.48125,735889.4813,-1.7
40467.52292,735889.5229,-1.7
40467.56458,735889.5646,-1.7
40467.60625,735889.6063,-0.6
40467.64792,735889.6479,0
40467.68958,735889.6896,-1.1
40467.73125,735889.7313,-0.6
40467.77292,735889.7729,-1.1
40467.81458,735889.8146,-2.2
40467.85625,735889.8563,-2.8
40467.89792,735889.8979,-3.3
40467.93958,735889.9396,-3.9
40467.98125,735889.9813,-3.9
40468.02292,735890.0229,-2.8
40468.06458,735890.0646,-1.7
40468.10625,735890.1063,-2.8
40468.14792,735890.1479,-3.3
40468.18958,735890.1896,-3.3
40468.23125,735890.2313,-2.8
40468.27292,735890.2729,-3.3
40468.31458,735890.3146,-3.9
40468.35625,735890.3563,-4.4
40468.39792,735890.3979,-4.4
40468.43958,735890.4396,-4.4
40468.48125,735890.4813,-3.3
40468.52292,735890.5229,-2.8
40468.56458,735890.5646,-1.7
40468.60625,735890.6063,0
40468.64792,735890.6479,0.6
40468.68958,735890.6896,-0.6
40468.73125,735890.7313,-0.6
40468.77292,735890.7729,-0.6
40468.81458,735890.8146,-0.6
40468.85625,735890.8563,-1.1
40468.89792,735890.8979,-1.7
40468.93958,735890.9396,-3.9
40468.98125,735890.9813,-4.4
40469.02292,735891.0229,-3.3
40469.06458,735891.0646,-3.3
40469.10625,735891.1063,-3.9
40469.14792,735891.1479,-3.3
40469.18958,735891.1896,-3.9
40469.23125,735891.2313,-4.4
40469.27292,735891.2729,-4.4
40469.31458,735891.3146,-4.4
40469.35625,735891.3563,-3.3
40469.39792,735891.3979,-3.9
40469.43958,735891.4396,-5
40469.48125,735891.4813,-3.9
40469.52292,735891.5229,-3.3
40469.56458,735891.5646,-3.9
40469.60625,735891.6063,-2.8
40469.64792,735891.6479,-2.8
40469.68958,735891.6896,-2.8
40469.73125,735891.7313,-5.6
40469.77292,735891.7729,-5.6
40469.81458,735891.8146,-3.3
40469.85625,735891.8563,-4.4
40469.89792,735891.8979,-6.1
40469.93958,735891.9396,-6.1
40469.98125,735891.9813,-5
40470.02292,735892.0229,-3.3
40470.06458,735892.0646,-1.7
40470.10625,735892.1063,0.6
40470.14792,735892.1479,1.1
40470.18958,735892.1896,1.7
40470.23125,735892.2313,1.7
40470.27292,735892.2729,1.7
40470.31458,735892.3146,2.2
40470.35625,735892.3563,2.8
40470.39792,735892.3979,2.2
40470.43958,735892.4396,0.6
40470.48125,735892.4813,0
40470.52292,735892.5229,-1.1
40470.56458,735892.5646,-2.2
40470.60625,735892.6063,-1.7
40470.64792,735892.6479,0
40470.68958,735892.6896,0.6
40470.73125,735892.7313,0.6
40470.77292,735892.7729,0
40470.81458,735892.8146,-0.6
40470.85625,735892.8563,-0.6
40470.89792,735892.8979,-0.6
40470.93958,735892.9396,-1.1
40470.98125,735892.9813,-1.7
40471.02292,735893.0229,-1.7
40471.06458,735893.0646,-1.7
40471.10625,735893.1063,-2.2
40471.14792,735893.1479,-2.2
40471.18958,735893.1896,-2.2
40471.23125,735893.2313,-2.2
40471.27292,735893.2729,-2.2
40471.31458,735893.3146,-2.8
40471.35625,735893.3563,-2.8
40471.39792,735893.3979,-2.8
40471.43958,735893.4396,-1.7
40471.48125,735893.4813,-1.7
40471.52292,735893.5229,-1.7
40471.56458,735893.5646,-1.1
40471.60625,735893.6063,-2.2
40471.64792,735893.6479,-1.1
40471.68958,735893.6896,-2.8
40471.73125,735893.7313,-3.3
40471.77292,735893.7729,-3.3
40471.81458,735893.8146,-5
40471.85625,735893.8563,-4.4
40471.89792,735893.8979,-5
40471.93958,735893.9396,-5
40471.98125,735893.9813,-5
40472.02292,735894.0229,-3.3
40472.06458,735894.0646,-2.8
40472.10625,735894.1063,-2.2
40472.14792,735894.1479,-2.8
40472.18958,735894.1896,-3.3
40472.23125,735894.2313,-2.8
40472.31458,735894.3146,-4.4
40472.35625,735894.3563,-3.9
40472.39792,735894.3979,-3.3
40472.43958,735894.4396,-3.3
40472.48125,735894.4813,-3.3
40472.52292,735894.5229,-3.9
40472.56458,735894.5646,-4.4
40472.60625,735894.6063,-5
40472.64792,735894.6479,-5
40472.68958,735894.6896,-4.4
40472.73125,735894.7313,-6.1
40472.77292,735894.7729,-6.7
40472.81458,735894.8146,-6.1
40472.85625,735894.8563,-7.2
40472.89792,735894.8979,-7.2
40472.93958,735894.9396,-5.6
40472.98125,735894.9813,-3.3
40473.02292,735895.0229,-4.4
40473.06458,735895.0646,-3.3
40473.10625,735895.1063,-3.3
40473.14792,735895.1479,-3.3
40473.18958,735895.1896,-2.2
40473.23125,735895.2313,-3.9
40473.27292,735895.2729,-5.6
40473.31458,735895.3146,-5.6
40473.35625,735895.3563,-5.6
40473.39792,735895.3979,-5.6
40473.43958,735895.4396,-5.6
40473.48125,735895.4813,-5.6
40473.52292,735895.5229,-5
40473.56458,735895.5646,-5
40473.60625,735895.6063,-5.6
40473.64792,735895.6479,-5.6
40473.68958,735895.6896,-6.1
40473.73125,735895.7313,-6.7
40473.77292,735895.7729,-6.7
40473.81458,735895.8146,-6.7
40473.85625,735895.8563,-6.7
40473.89792,735895.8979,-6.1
40473.93958,735895.9396,-6.1
40473.98125,735895.9813,-5.6
40474.02292,735896.0229,-4.4
40474.06458,735896.0646,-5.6
40474.10625,735896.1063,-4.4
40474.14792,735896.1479,-3.9
40474.18958,735896.1896,-3.3
40474.23125,735896.2313,-3.3
40474.27292,735896.2729,-3.3
40474.31458,735896.3146,-2.8
40474.35625,735896.3563,-2.8
40474.39792,735896.3979,-2.2
40474.43958,735896.4396,-2.2
40474.48125,735896.4813,-2.2
40474.52292,735896.5229,-2.2
40474.56458,735896.5646,-1.7
40474.60625,735896.6063,-1.7
40474.64792,735896.6479,-1.1
40474.68958,735896.6896,-1.7
40474.73125,735896.7313,-1.7
40474.77292,735896.7729,-2.2
40474.81458,735896.8146,-2.2
40474.85625,735896.8563,-2.2
40474.89792,735896.8979,-2.8
40474.93958,735896.9396,-2.2
40474.98125,735896.9813,-2.2
40475.02292,735897.0229,-2.8
40475.06458,735897.0646,-2.2
40475.10625,735897.1063,-2.8
40475.14792,735897.1479,-2.8
40475.18958,735897.1896,-2.8
40475.23125,735897.2313,-2.8
40475.27292,735897.2729,-2.8
40475.31458,735897.3146,-2.8
40475.35625,735897.3563,-2.8
40475.39792,735897.3979,-3.3
40475.43958,735897.4396,-3.9
40475.48125,735897.4813,-2.8
40475.52292,735897.5229,-4.4
40475.56458,735897.5646,-6.1
40475.60625,735897.6063,-6.1
40475.64792,735897.6479,-5
40475.68958,735897.6896,-4.4
40475.73125,735897.7313,-4.4
40475.77292,735897.7729,-4.4
40475.81458,735897.8146,-4.4
40475.85625,735897.8563,-5
40475.89792,735897.8979,-6.1
40475.93958,735897.9396,-6.7
40475.98125,735897.9813,-6.7
40476.02292,735898.0229,-6.7
40476.06458,735898.0646,-6.7
40476.10625,735898.1063,-7.2
40476.14792,735898.1479,-7.2
40476.18958,735898.1896,-6.7
40476.23125,735898.2313,-6.1
40476.27292,735898.2729,-6.1
40476.31458,735898.3146,-6.1
40476.35625,735898.3563,-5.6
40476.39792,735898.3979,-6.1
40476.43958,735898.4396,-5.6
40476.48125,735898.4813,-5.6
40476.52292,735898.5229,-6.1
40476.56458,735898.5646,-6.1
40476.60625,735898.6063,-6.7
40476.64792,735898.6479,-7.2
40476.68958,735898.6896,-7.2
40476.73125,735898.7313,-7.2
40476.77292,735898.7729,-7.8
40476.81458,735898.8146,-7.8
40476.85625,735898.8563,-7.8
40476.89792,735898.8979,-8.3
40476.93958,735898.9396,-8.3
40476.98125,735898.9813,-8.9
40477.02292,735899.0229,-9.4
40477.06458,735899.0646,-9.4
40477.10625,735899.1063,-9.4
40477.14792,735899.1479,-10
40477.18958,735899.1896,-10
40477.23125,735899.2313,-10.6
40477.27292,735899.2729,-10
40477.31458,735899.3146,-10.6
40477.35625,735899.3563,-10.6
40477.39792,735899.3979,-10.6
40477.43958,735899.4396,-10
40477.48125,735899.4813,-8.3
40477.52292,735899.5229,-7.8
40477.56458,735899.5646,-6.1
40477.60625,735899.6063,-4.4
40477.64792,735899.6479,-4.4
40477.68958,735899.6896,-3.3
40477.73125,735899.7313,-3.3
40477.77292,735899.7729,-3.9
40477.81458,735899.8146,-4.4
40477.85625,735899.8563,-4.4
40477.89792,735899.8979,-3.9
40477.93958,735899.9396,-4.4
40477.98125,735899.9813,-4.4
40478.02292,735900.0229,-4.4
40478.06458,735900.0646,-4.4
40478.10625,735900.1063,-5
40478.14792,735900.1479,-5.6
40478.18958,735900.1896,-6.1
40478.23125,735900.2313,-6.7
40478.27292,735900.2729,-6.7
40478.31458,735900.3146,-7.2
40478.35625,735900.3563,-6.1
40478.39792,735900.3979,-7.2
40478.43958,735900.4396,-7.2
40478.48125,735900.4813,-7.8
40478.52292,735900.5229,-8.3
40478.56458,735900.5646,-7.8
40478.60625,735900.6063,-8.3
40478.64792,735900.6479,-5.6
40478.68958,735900.6896,-6.1
40478.73125,735900.7313,-7.8
40478.77292,735900.7729,-8.3
40478.81458,735900.8146,-5.6
40478.85625,735900.8563,-3.3
40478.89792,735900.8979,-3.3
40478.93958,735900.9396,-6.1
40478.98125,735900.9813,-5.6
40479.02292,735901.0229,-7.2
40479.06458,735901.0646,-6.1
40479.10625,735901.1063,-4.4
40479.14792,735901.1479,-3.9
40479.18958,735901.1896,-3.3
40479.23125,735901.2313,-3.3
40479.27292,735901.2729,-3.3
40479.31458,735901.3146,-2.8
40479.35625,735901.3563,-3.3
40479.39792,735901.3979,-2.8
40479.43958,735901.4396,-3.3
40479.48125,735901.4813,-3.3
40479.52292,735901.5229,-2.8
40479.56458,735901.5646,-2.2
40479.60625,735901.6063,-1.7
40479.64792,735901.6479,-0.6
40479.68958,735901.6896,-2.2
40479.73125,735901.7313,-1.7
40479.77292,735901.7729,-2.2
40479.81458,735901.8146,-2.2
40479.85625,735901.8563,-2.2
40479.89792,735901.8979,-2.8
40479.93958,735901.9396,-2.8
40479.98125,735901.9813,-1.7
40480.02292,735902.0229,-1.7
40480.06458,735902.0646,-2.2
40480.10625,735902.1063,-2.8
40480.14792,735902.1479,-2.8
40480.18958,735902.1896,-2.8
40480.23125,735902.2313,-5
40480.27292,735902.2729,-5
40480.31458,735902.3146,-4.4
40480.35625,735902.3563,-4.4
40480.39792,735902.3979,-6.7
40480.43958,735902.4396,-10
40480.48125,735902.4813,-8.9
40480.52292,735902.5229,-9.4
40480.56458,735902.5646,-11.1
40480.60625,735902.6063,-11.1
40480.64792,735902.6479,-10.6
40480.68958,735902.6896,-11.1
40480.73125,735902.7313,-11.1
40480.77292,735902.7729,-10
40480.81458,735902.8146,-10
40480.85625,735902.8563,-10
40480.89792,735902.8979,-10
40480.93958,735902.9396,-10
40480.98125,735902.9813,-9.4
40481.02292,735903.0229,-8.3
40481.06458,735903.0646,-7.8
40481.10625,735903.1063,-7.8
40481.14792,735903.1479,-6.1
40481.18958,735903.1896,-5.6
40481.23125,735903.2313,-6.1
40481.27292,735903.2729,-6.1
40481.31458,735903.3146,-6.1
40481.35625,735903.3563,-5.6
40481.39792,735903.3979,-5.6
40481.43958,735903.4396,-5
40481.48125,735903.4813,-3.9
40481.52292,735903.5229,-3.3
40481.56458,735903.5646,-3.3
40481.60625,735903.6063,-3.3
40481.64792,735903.6479,-2.8
40481.68958,735903.6896,-2.8
40481.73125,735903.7313,-3.3
40481.77292,735903.7729,-3.3
40481.81458,735903.8146,-2.8
40481.85625,735903.8563,-2.8
40481.89792,735903.8979,-2.8
40481.93958,735903.9396,-2.8
40481.98125,735903.9813,-2.2
40482.02292,735904.0229,-2.2
40482.06458,735904.0646,-2.2
40482.10625,735904.1063,-2.2
40482.14792,735904.1479,-2.2
40482.18958,735904.1896,-2.2
40482.23125,735904.2313,-2.8
40482.27292,735904.2729,-2.2
40482.31458,735904.3146,-2.2
40482.35625,735904.3563,-2.2
40482.39792,735904.3979,-2.8
40482.43958,735904.4396,-3.3
40482.48125,735904.4813,-2.8
40482.52292,735904.5229,-2.8
40482.56458,735904.5646,-2.2
40482.60625,735904.6063,-1.7
40482.64792,735904.6479,-2.2
40482.68958,735904.6896,-1.1
40482.73125,735904.7313,-1.1
40482.73125,735904.7313,-1.1
40482.77292,735904.7729,-1.1
40482.81458,735904.8146,-1.1
40482.85625,735904.8563,-0.6
40482.89792,735904.8979,-1.1
40482.93958,735904.9396,-0.6
40482.98125,735904.9813,-1.1
40483.02292,735905.0229,-1.1
40483.06458,735905.0646,-1.7
40483.10625,735905.1063,-1.7
40483.14792,735905.1479,-1.1
40483.18958,735905.1896,-1.1
40483.23125,735905.2313,-1.7
40483.27292,735905.2729,-2.2
40483.31458,735905.3146,-3.3
40483.35625,735905.3563,-3.3
40483.39792,735905.3979,-2.2
40483.43958,735905.4396,-1.7
40483.48125,735905.4813,-1.1
40483.52292,735905.5229,-1.1
40483.56458,735905.5646,-1.1
40483.60625,735905.6063,-1.7
40483.64792,735905.6479,-2.2
40483.68958,735905.6896,-2.2
40483.73125,735905.7313,-2.2
40483.77292,735905.7729,-2.2
40483.81458,735905.8146,-1.7
40483.85625,735905.8563,-1.7
40483.89792,735905.8979,-2.2
40483.93958,735905.9396,-2.2
40483.98125,735905.9813,-2.8
40484.02292,735906.0229,-2.8
40484.06458,735906.0646,-2.8
40484.10625,735906.1063,-2.8
40484.14792,735906.1479,-2.2
40484.18958,735906.1896,-2.8
40484.23125,735906.2313,-2.2
40484.27292,735906.2729,-2.8
40484.31458,735906.3146,-2.8
40484.35625,735906.3563,-2.2
40484.39792,735906.3979,-2.2
40484.43958,735906.4396,-1.7
40484.48125,735906.4813,-1.1
40484.52292,735906.5229,-0.6
40484.56458,735906.5646,-0.6
40484.60625,735906.6063,-0.6
40484.64792,735906.6479,-0.6
40484.68958,735906.6896,-0.6
40484.73125,735906.7313,-2.8
40484.77292,735906.7729,-2.8
40484.81458,735906.8146,-2.2
40484.85625,735906.8563,-3.3
40484.89792,735906.8979,-5
40484.93958,735906.9396,-4.4
40484.98125,735906.9813,-3.3
40485.02292,735907.0229,-4.4
40485.06458,735907.0646,-5.6
40485.10625,735907.1063,-7.2
40485.14792,735907.1479,-7.8
40485.18958,735907.1896,-6.1
40485.23125,735907.2313,-6.1
40485.27292,735907.2729,-7.2
40485.31458,735907.3146,-5
40485.35625,735907.3563,-4.4
40485.39792,735907.3979,-4.4
40485.43958,735907.4396,-6.1
40485.48125,735907.4813,-6.7
40485.52292,735907.5229,-5.6
40485.56458,735907.5646,-5.6
40485.60625,735907.6063,-5
40485.64792,735907.6479,-5
40485.68958,735907.6896,-5.6
40485.73125,735907.7313,-5.6
40485.77292,735907.7729,-5
40485.81458,735907.8146,-5
40485.85625,735907.8563,-4.4
40485.89792,735907.8979,-3.9
40485.93958,735907.9396,-3.9
40485.98125,735907.9813,-4.4
40486.02292,735908.0229,-4.4
40486.06458,735908.0646,-3.3
40486.10625,735908.1063,-2.8
40486.14792,735908.1479,-2.2
40486.18958,735908.1896,-2.2
40486.23125,735908.2313,-1.7
40486.27292,735908.2729,-2.2
40486.31458,735908.3146,-2.2
40486.35625,735908.3563,-2.2
40486.39792,735908.3979,-2.2
40486.43958,735908.4396,-1.7
40486.48125,735908.4813,-1.1
40486.52292,735908.5229,-1.1
40486.56458,735908.5646,-1.1
40486.60625,735908.6063,-1.1
40486.64792,735908.6479,-1.1
40486.68958,735908.6896,-2.2
40486.73125,735908.7313,-2.8
40486.77292,735908.7729,-3.3
40486.81458,735908.8146,-4.4
40486.85625,735908.8563,-4.4
40486.89792,735908.8979,-5.6
40486.93958,735908.9396,-7.2
40486.98125,735908.9813,-7.2
40487.02292,735909.0229,-7.2
40487.06458,735909.0646,-7.2
40487.10625,735909.1063,-8.9
40487.14792,735909.1479,-8.9
40487.18958,735909.1896,-8.9
40487.23125,735909.2313,-7.2
40487.27292,735909.2729,-5.6
40487.31458,735909.3146,-5
40487.35625,735909.3563,-5
40487.39792,735909.3979,-4.4
40487.43958,735909.4396,-3.9
40487.48125,735909.4813,-2.8
40487.52292,735909.5229,-2.2
40487.56458,735909.5646,-2.2
40487.60625,735909.6063,-1.7
40487.64792,735909.6479,-2.2
40487.68958,735909.6896,-2.8
40487.73125,735909.7313,-3.9
40487.77292,735909.7729,-3.3
40487.81458,735909.8146,-2.8
40487.85625,735909.8563,-2.8
40487.89792,735909.8979,-1.7
40487.93958,735909.9396,-1.7
40487.98125,735909.9813,-1.7
40488.02292,735910.0229,-2.2
40488.06458,735910.0646,-2.8
40488.10625,735910.1063,-2.2
40488.14792,735910.1479,-1.7
40488.18958,735910.1896,-1.7
40488.23125,735910.2313,-2.2
40488.27292,735910.2729,-1.1
40488.31458,735910.3146,-1.1
40488.35625,735910.3563,-1.7
40488.39792,735910.3979,-2.2
40488.43958,735910.4396,-1.7
40488.48125,735910.4813,-1.1
40488.52292,735910.5229,1.1
40488.56458,735910.5646,0.6
40488.60625,735910.6063,1.7
40488.64792,735910.6479,1.7
40488.68958,735910.6896,1.7
40488.73125,735910.7313,1.1
40488.77292,735910.7729,1.1
40488.81458,735910.8146,1.1
40488.85625,735910.8563,0.6
40488.89792,735910.8979,0.6
40488.93958,735910.9396,1.1
40488.98125,735910.9813,0
40489.02292,735911.0229,0.6
40489.06458,735911.0646,1.1
40489.10625,735911.1063,0.6
40489.14792,735911.1479,0.6
40489.18958,735911.1896,0.6
40489.23125,735911.2313,1.1
40489.27292,735911.2729,0
40489.31458,735911.3146,0
40489.35625,735911.3563,0.6
40489.39792,735911.3979,-0.6
40489.43958,735911.4396,-1.1
40489.48125,735911.4813,0
40489.52292,735911.5229,0.6
40489.56458,735911.5646,0
40489.60625,735911.6063,1.1
40489.64792,735911.6479,0
40489.68958,735911.6896,-0.6
40489.73125,735911.7313,-1.1
40489.77292,735911.7729,-0.6
40489.81458,735911.8146,-0.6
40489.85625,735911.8563,0
40489.89792,735911.8979,-0.6
40489.93958,735911.9396,-1.1
40489.98125,735911.9813,-0.6
40490.02292,735912.0229,-1.1
40490.06458,735912.0646,-1.1
40490.10625,735912.1063,-1.1
40490.14792,735912.1479,-1.1
40490.18958,735912.1896,-1.1
40490.23125,735912.2313,-1.1
40490.27292,735912.2729,-1.1
40490.31458,735912.3146,-1.1
40490.35625,735912.3563,-1.1
40490.39792,735912.3979,-1.1
40490.43958,735912.4396,-0.6
40490.48125,735912.4813,-0.6
40490.52292,735912.5229,0
40490.56458,735912.5646,-0.6
40490.60625,735912.6063,-0.6
40490.64792,735912.6479,-1.1
40490.68958,735912.6896,-2.2
40490.73125,735912.7313,-1.1
40490.77292,735912.7729,-1.1
40490.81458,735912.8146,-0.6
40490.85625,735912.8563,-0.6
40490.89792,735912.8979,-1.1
40490.93958,735912.9396,-1.1
40490.98125,735912.9813,-0.6
40491.02292,735913.0229,-0.6
40491.06458,735913.0646,-0.6
40491.10625,735913.1063,0
40491.14792,735913.1479,0
40491.18958,735913.1896,0
40491.23125,735913.2313,0
40491.27292,735913.2729,-0.6
40491.31458,735913.3146,0
40491.35625,735913.3563,0
40491.39792,735913.3979,0
40491.43958,735913.4396,0
40491.48125,735913.4813,0
40491.52292,735913.5229,0
40491.56458,735913.5646,0
40491.60625,735913.6063,0
40491.64792,735913.6479,0
40491.68958,735913.6896,0
40491.73125,735913.7313,0
40491.77292,735913.7729,0
40491.81458,735913.8146,-0.6
40491.85625,735913.8563,-0.6
40491.89792,735913.8979,-0.6
40491.93958,735913.9396,0
40491.98125,735913.9813,-0.6
40492.02292,735914.0229,0
40492.06458,735914.0646,-0.6
40492.10625,735914.1063,-0.6
40492.14792,735914.1479,0
40492.18958,735914.1896,0
40492.23125,735914.2313,0
40492.27292,735914.2729,0.6
40492.31458,735914.3146,0
40492.35625,735914.3563,0
40492.39792,735914.3979,1.7
40492.43958,735914.4396,3.3
40492.48125,735914.4813,2.8
40492.52292,735914.5229,3.3
40492.56458,735914.5646,3.3
40492.60625,735914.6063,3.3
40492.64792,735914.6479,3.3
40492.68958,735914.6896,3.9
40492.73125,735914.7313,4.4
40492.77292,735914.7729,3.3
40492.81458,735914.8146,3.9
40492.85625,735914.8563,4.4
40492.89792,735914.8979,3.9
40492.93958,735914.9396,4.4
40492.98125,735914.9813,4.4
40493.02292,735915.0229,5
40493.06458,735915.0646,4.4
40493.10625,735915.1063,4.4
40493.14792,735915.1479,4.4
40493.18958,735915.1896,3.9
40493.23125,735915.2313,3.9
40493.27292,735915.2729,3.9
40493.31458,735915.3146,3.9
40493.35625,735915.3563,3.3
40493.39792,735915.3979,3.3
40493.43958,735915.4396,3.3
40493.48125,735915.4813,3.3
40493.52292,735915.5229,3.3
40493.56458,735915.5646,3.9
40493.60625,735915.6063,3.3
40493.64792,735915.6479,3.3
40493.68958,735915.6896,2.2
40493.73125,735915.7313,2.2
40493.77292,735915.7729,2.2
40493.81458,735915.8146,1.1
40493.85625,735915.8563,2.2
40493.89792,735915.8979,1.7
40493.93958,735915.9396,1.7
40493.98125,735915.9813,2.8
40494.02292,735916.0229,3.9
40494.06458,735916.0646,3.3
40494.10625,735916.1063,2.2
40494.14792,735916.1479,2.2
40494.18958,735916.1896,2.2
40494.23125,735916.2313,2.8
40494.27292,735916.2729,2.8
40494.31458,735916.3146,3.3
40494.35625,735916.3563,3.9
40494.39792,735916.3979,4.4
40494.43958,735916.4396,3.9
40494.48125,735916.4813,3.9
40494.52292,735916.5229,3.3
40494.56458,735916.5646,3.3
40494.60625,735916.6063,4.4
40494.64792,735916.6479,4.4
40494.68958,735916.6896,4.4
40494.73125,735916.7313,3.3
40494.77292,735916.7729,2.8
40494.81458,735916.8146,3.3
40494.85625,735916.8563,3.3
40494.89792,735916.8979,2.8
40494.93958,735916.9396,2.8
40494.98125,735916.9813,3.3
40495.02292,735917.0229,2.8
40495.06458,735917.0646,3.9
40495.10625,735917.1063,1.7
40495.14792,735917.1479,2.8
40495.18958,735917.1896,3.3
40495.23125,735917.2313,3.9
40495.27292,735917.2729,3.9
40495.31458,735917.3146,3.9
40495.35625,735917.3563,2.8
40495.39792,735917.3979,2.8
40495.43958,735917.4396,3.9
40495.48125,735917.4813,3.9
40495.52292,735917.5229,4.4
40495.56458,735917.5646,4.4
40495.60625,735917.6063,3.3
40495.64792,735917.6479,3.3
40495.68958,735917.6896,2.8
40495.73125,735917.7313,2.2
40495.77292,735917.7729,2.8
40495.81458,735917.8146,2.2
40495.85625,735917.8563,2.2
40495.89792,735917.8979,1.1
40495.93958,735917.9396,1.7
40495.98125,735917.9813,2.2
40496.02292,735918.0229,1.7
40496.06458,735918.0646,1.1
40496.10625,735918.1063,2.2
40496.14792,735918.1479,2.8
40496.18958,735918.1896,1.7
40496.23125,735918.2313,0.6
40496.27292,735918.2729,2.2
40496.31458,735918.3146,3.3
40496.35625,735918.3563,3.9
40496.39792,735918.3979,3.9
40496.43958,735918.4396,2.8
40496.48125,735918.4813,3.9
40496.52292,735918.5229,4.4
40496.56458,735918.5646,4.4
40496.60625,735918.6063,4.4
40496.64792,735918.6479,4.4
40496.68958,735918.6896,3.9
40496.73125,735918.7313,3.3
40496.77292,735918.7729,2.8
40496.81458,735918.8146,1.7
40496.85625,735918.8563,1.7
40496.89792,735918.8979,1.7
40496.93958,735918.9396,1.7
40496.98125,735918.9813,1.7
40497.02292,735919.0229,1.1
40497.06458,735919.0646,1.1
40497.10625,735919.1063,2.2
40497.14792,735919.1479,1.7
40497.18958,735919.1896,1.1
40497.23125,735919.2313,0.6
40497.27292,735919.2729,1.1
40497.31458,735919.3146,1.1
40497.35625,735919.3563,1.1
40497.39792,735919.3979,0
40497.43958,735919.4396,1.1
40497.48125,735919.4813,1.7
40497.52292,735919.5229,1.1
40497.56458,735919.5646,1.7
40497.60625,735919.6063,2.8
40497.64792,735919.6479,0
40497.68958,735919.6896,0
40497.73125,735919.7313,1.1
40497.77292,735919.7729,2.2
40497.81458,735919.8146,1.7
40497.85625,735919.8563,2.2
40497.89792,735919.8979,2.8
40497.93958,735919.9396,3.3
40497.98125,735919.9813,3.9
40498.02292,735920.0229,3.3
40498.06458,735920.0646,3.3
40498.10625,735920.1063,2.8
40498.14792,735920.1479,2.8
40498.18958,735920.1896,2.8
40498.23125,735920.2313,2.8
40498.27292,735920.2729,2.8
40498.31458,735920.3146,2.2
40498.35625,735920.3563,2.2
40498.39792,735920.3979,2.2
40498.43958,735920.4396,2.2
40498.48125,735920.4813,2.2
40498.52292,735920.5229,2.2
40498.56458,735920.5646,2.2
40498.60625,735920.6063,2.8
40498.64792,735920.6479,2.2
40498.68958,735920.6896,1.1
40498.73125,735920.7313,1.1
40498.77292,735920.7729,1.1
40498.81458,735920.8146,1.1
40498.85625,735920.8563,0.6
40498.89792,735920.8979,1.1
40498.93958,735920.9396,0.6
40498.98125,735920.9813,0.6
40499.02292,735921.0229,1.1
40499.06458,735921.0646,0.6
40499.10625,735921.1063,0
40499.14792,735921.1479,1.1
40499.18958,735921.1896,2.2
40499.23125,735921.2313,1.7
40499.27292,735921.2729,2.8
40499.31458,735921.3146,2.2
40499.35625,735921.3563,2.8
40499.39792,735921.3979,2.8
40499.43958,735921.4396,3.3
40499.48125,735921.4813,5
40499.52292,735921.5229,5.6
40499.56458,735921.5646,6.1
40499.60625,735921.6063,6.1
40499.64792,735921.6479,6.7
40499.68958,735921.6896,5.6
40499.73125,735921.7313,5.6
40499.77292,735921.7729,3.9
40499.81458,735921.8146,2.8
40499.85625,735921.8563,1.7
40499.89792,735921.8979,2.2
40499.93958,735921.9396,1.7
40499.98125,735921.9813,2.2
40500.02292,735922.0229,2.2
40500.06458,735922.0646,1.7
40500.10625,735922.1063,1.7
40500.14792,735922.1479,0
40500.18958,735922.1896,-0.6
40500.23125,735922.2313,-0.6
40500.27292,735922.2729,-0.6
40500.31458,735922.3146,-1.1
40500.35625,735922.3563,-1.7
40500.39792,735922.3979,-1.7
40500.43958,735922.4396,-1.7
40500.48125,735922.4813,-1.1
40500.52292,735922.5229,-1.1
40500.56458,735922.5646,-0.6
40500.60625,735922.6063,-1.1
40500.64792,735922.6479,-0.6
40500.68958,735922.6896,-0.6
40500.73125,735922.7313,-0.6
40500.77292,735922.7729,-0.6
40500.81458,735922.8146,-0.6
40500.85625,735922.8563,-1.1
40500.89792,735922.8979,-1.7
40500.93958,735922.9396,-1.7
40500.98125,735922.9813,-2.2
40501.02292,735923.0229,-1.7
40501.06458,735923.0646,-2.2
40501.10625,735923.1063,-2.2
40501.14792,735923.1479,-1.7
40501.18958,735923.1896,-1.7
40501.23125,735923.2313,-1.7
40501.27292,735923.2729,-1.7
40501.31458,735923.3146,-1.7
40501.35625,735923.3563,-2.2
40501.39792,735923.3979,-1.7
40501.43958,735923.4396,-2.2
40501.48125,735923.4813,-1.7
40501.52292,735923.5229,-1.1
40501.56458,735923.5646,-1.7
40501.60625,735923.6063,-2.2
40501.64792,735923.6479,-2.2
